ID_Vuelo,Aerolinea,Origen,Destino,Fecha_Programada,Hora_Salida_UTC,Tipo_Avion,Capacidad_Pasajeros,Pasajeros_Reservados,Distancia_KM,Clase_Tarifa,Costo_Base,Impuestos
AA3847,FlyFast,FRA,CDG,2025-11-23,00:30,A320,180,179,2040,Económica,170.19,54.59
DL3785,AeroSky,FRA,MAD,2025-08-06,12:00,A380,550,453,5061,Primera,6315.55,441.33
AA9865,GlobalAir,CDG,JFK,2025-05-06,14:00,A380,550,451,5267,Negocios,1936.49,206.24
LA6649,FlyFast,SCL,JFK,2025-05-01,07:30,A380,550,389,7228,Negocios,1393.74,290.53
AA1466,FlyFast,SCL,MAD,2025-09-23,13:00,A320,180,119,1063,Primera,4944.77,765.98
DL7610,AeroSky,MIA,CDG,2025-12-27,00:00,B737,210,160,981,Primera,4287.07,369.7
DL2257,AeroSky,SCL,JFK,2025-06-15,02:30,A380,550,543,6956,Negocios,1426.25,217.63
IB1374,FlyFast,SCL,CDG,2025-09-11,09:30,B787,300,209,6134,Negocios,2151.33,162.23
IB8152,AirCorp,JFK,SCL,2025-09-04,07:30,B787,300,187,7088,Negocios,2329.08,280.34
IB2601,FlyFast,JFK,CDG,2025-06-08,08:30,A320,180,121,2472,Económica,582.1,77.85
IB5102,GlobalAir,SCL,LIM,2025-03-10,11:30,A320,180,116,1419,Negocios,2161.24,182.08
AA1325,AeroSky,MAD,CDG,2025-12-05,12:00,B737,210,149,1476,Primera,5948.7,699.62
LA5866,AeroSky,LIM,FRA,2025-06-26,05:30,A380,550,415,9357,Económica,200.27,95.45
IB8201,GlobalAir,LIM,SCL,2025-05-23,02:00,B737,210,147,2254,Primera,4260.82,516.22
IB2049,AeroSky,FRA,LIM,2025-11-05,11:30,A380,550,426,7321,Económica,332.74,60.11
AA3612,FlyFast,FRA,BUE,2025-01-09,08:00,B737,210,141,2702,Negocios,1643.9,153.17
IB9447,AeroSky,MAD,MIA,2025-07-06,03:30,A320,180,124,713,Primera,6992.8,620.2
LA9713,GlobalAir,LIM,MIA,2025-02-25,12:30,A380,550,389,7931,Primera,3589.99,548.97
DL8216,FlyFast,MIA,FRA,2025-11-09,12:30,B737,210,186,1957,Económica,299.99,60.99
DL6485,AeroSky,MAD,LIM,2025-04-09,22:00,B737,210,150,3872,Económica,501.97,62.99
AA9227,AeroSky,MIA,BUE,2025-01-22,20:30,A380,550,447,4018,Primera,6789.34,591.48
LA8175,GlobalAir,SCL,BUE,2025-02-12,03:30,A380,550,412,6602,Primera,7126.95,374.24
LA1707,GlobalAir,MAD,FRA,2025-01-26,10:00,B787,300,217,3880,Negocios,1807.74,228.86
LA6774,GlobalAir,CDG,FRA,2025-03-14,17:00,B787,300,190,7823,Negocios,1289.62,143.28
LA7788,FlyFast,FRA,CDG,2025-03-12,00:30,A320,180,114,1253,Primera,5990.37,763.77
IB9934,FlyFast,FRA,SCL,2025-09-21,00:00,A320,180,129,2903,Negocios,2111.65,186.34
AA4415,AirCorp,CDG,MAD,2025-12-18,16:00,B787,300,249,8152,Económica,244.91,57.81
DL783,AirCorp,MIA,FRA,2025-02-10,01:30,A320,180,159,2685,Económica,234.19,84.42
IB5497,AirCorp,MAD,FRA,2025-12-02,04:00,A380,550,461,7152,Económica,198.57,55.15
LA2089,GlobalAir,FRA,CDG,2025-10-20,11:00,A320,180,111,3386,Económica,226.63,73.88
IB6137,AirCorp,BUE,CDG,2025-04-03,17:30,A320,180,174,2805,Negocios,2042.19,142.45
IB1295,FlyFast,JFK,LIM,2025-02-22,16:30,A320,180,171,913,Económica,284.77,92.17
AA9102,GlobalAir,JFK,SCL,2025-05-29,22:00,B787,300,185,3264,Negocios,1758.2,143.07
AA4808,GlobalAir,SCL,MAD,2025-10-29,20:00,A320,180,128,1785,Primera,4489.92,326.13
LA2802,GlobalAir,CDG,MAD,2025-07-05,10:30,A320,180,117,552,Negocios,2147.42,150.12
AA1408,AirCorp,BUE,FRA,2025-02-15,04:30,B737,210,159,1299,Primera,5261.4,396.48
AA1000,FlyFast,CDG,JFK,2025-11-30,00:30,A380,550,360,9829,Económica,473.67,58.32
LA4589,AirCorp,SCL,BUE,2025-09-16,21:00,A320,180,123,4150,Primera,3947.34,579.1
IB1268,GlobalAir,LIM,MAD,2025-12-19,02:30,A380,550,425,9451,Económica,261.19,89.74
IB5120,AirCorp,SCL,CDG,2025-08-17,11:30,B737,210,197,2829,Negocios,1356.81,154.44
LA1054,GlobalAir,BUE,MIA,2025-09-26,01:30,B737,210,134,4357,Primera,7302.13,469.62
IB921,AirCorp,BUE,LIM,2025-12-18,08:00,A380,550,442,7423,Primera,4061.53,389.48
LA1725,AirCorp,MAD,LIM,2025-05-17,13:30,B787,300,248,4216,Económica,595.44,96.36
IB9692,AirCorp,SCL,JFK,2025-11-25,17:00,B787,300,292,2620,Económica,516.45,61.25
LA8863,AirCorp,JFK,CDG,2025-08-23,08:30,B787,300,222,5392,Negocios,1844.2,118.56
IB6163,GlobalAir,JFK,FRA,2025-04-18,08:00,A320,180,153,1650,Negocios,1199.68,187.97
DL9939,FlyFast,BUE,CDG,2025-05-29,12:00,A380,550,375,7005,Primera,5731.26,475.69
IB2464,AirCorp,LIM,BUE,2025-10-07,10:30,B787,300,277,3122,Negocios,1189.63,197.46
LA6846,GlobalAir,MAD,CDG,2025-12-13,18:00,B737,210,195,4432,Negocios,1275.04,158.88
AA3837,AeroSky,FRA,BUE,2025-07-24,19:30,A320,180,164,1637,Económica,249.1,61.18
IB4912,GlobalAir,LIM,MAD,2025-09-21,19:30,B737,210,128,3457,Primera,7641.18,753.93
LA3390,GlobalAir,LIM,MAD,2025-08-04,03:30,B737,210,158,1779,Negocios,1131.06,229.04
IB8838,AeroSky,LIM,SCL,2025-03-11,12:30,A320,180,156,3018,Económica,489.47,70.9
AA7895,GlobalAir,CDG,MIA,2025-04-08,05:30,B737,210,138,917,Negocios,1396.91,163.16
DL2247,FlyFast,MAD,MIA,2025-03-12,08:00,B787,300,289,3655,Económica,524.3,61.98
AA224,FlyFast,BUE,MAD,2025-07-20,11:00,A380,550,487,7815,Negocios,1288.95,143.82
IB3488,GlobalAir,JFK,SCL,2025-08-11,00:00,A320,180,129,816,Económica,492.14,78.93
AA1770,GlobalAir,LIM,CDG,2025-01-19,21:30,B787,300,297,4346,Económica,315.18,72.03
IB7441,AirCorp,CDG,FRA,2025-06-12,21:00,B787,300,271,6017,Primera,6879.52,685.24
IB2020,FlyFast,CDG,SCL,2025-05-08,18:30,B737,210,135,691,Económica,170.55,55.15
AA662,GlobalAir,MAD,JFK,2025-03-20,19:00,A380,550,374,9026,Primera,5205.8,448.47
DL7486,AeroSky,MIA,LIM,2025-07-09,08:00,B737,210,207,2002,Primera,4364.02,349.26
LA7353,GlobalAir,FRA,SCL,2025-08-11,10:00,B737,210,158,1912,Negocios,1797.74,298.74
DL5539,AeroSky,LIM,FRA,2025-02-09,03:30,B787,300,267,9525,Negocios,2136.11,143.07
DL8694,AirCorp,SCL,MIA,2025-05-18,13:00,A320,180,145,3425,Primera,7866.98,363.19
AA5624,AeroSky,MIA,SCL,2025-01-21,22:30,B787,300,227,6142,Económica,475.53,78.03
AA1249,AeroSky,BUE,CDG,2025-01-28,02:30,A380,550,479,7110,Económica,350.46,79.99
LA5303,GlobalAir,LIM,CDG,2025-02-03,09:30,B737,210,156,612,Negocios,1145.54,278.72
AA1958,GlobalAir,LIM,MAD,2025-05-23,09:00,A380,550,546,9087,Negocios,1463.33,163.94
AA6260,AeroSky,JFK,CDG,2025-09-06,17:00,B737,210,128,1883,Primera,6495.6,635.07
LA3606,AeroSky,BUE,MIA,2025-02-25,22:00,B737,210,166,3137,Negocios,1423.16,185.67
LA1171,GlobalAir,BUE,CDG,2025-01-14,13:30,B787,300,239,8523,Primera,3222.47,663.75
IB1606,GlobalAir,JFK,BUE,2025-02-21,10:00,B737,210,161,3487,Primera,7901.92,697.01
AA1315,FlyFast,BUE,MAD,2025-03-15,06:00,A380,550,450,9841,Primera,4660.85,320.69
DL9807,AeroSky,LIM,FRA,2025-08-25,04:00,A380,550,371,7427,Económica,528.09,79.96
AA4642,FlyFast,LIM,MIA,2025-12-02,21:00,B787,300,194,5053,Primera,7478.5,716.76
AA8749,GlobalAir,FRA,JFK,2025-05-07,15:30,A380,550,353,8898,Primera,4237.43,534.53
LA9296,FlyFast,FRA,BUE,2025-12-09,06:00,A320,180,166,1109,Económica,597.17,68.78
DL8123,FlyFast,CDG,SCL,2025-05-02,16:30,B787,300,197,4982,Primera,7293.42,762.18
AA4032,FlyFast,BUE,JFK,2025-02-05,16:00,A320,180,138,4299,Económica,399.62,82.05
IB6450,GlobalAir,MAD,LIM,2025-11-02,01:30,A320,180,113,1860,Económica,398.15,86.64
AA2753,AeroSky,FRA,BUE,2025-05-25,01:00,B787,300,230,2446,Primera,6438.6,461.3
AA5253,AirCorp,MIA,FRA,2025-07-12,22:00,A320,180,116,1445,Negocios,2363.16,264.12
LA4038,FlyFast,SCL,JFK,2025-10-30,19:30,B737,210,207,2869,Negocios,1140.72,263.38
IB686,AirCorp,JFK,LIM,2025-01-03,20:30,A380,550,354,2572,Negocios,2396.35,131.36
DL1634,GlobalAir,FRA,BUE,2025-04-29,16:30,B787,300,250,2283,Económica,192.31,63.37
IB5947,AirCorp,MAD,BUE,2025-12-21,10:00,B787,300,206,8557,Primera,3077.9,457.25
IB1257,FlyFast,SCL,LIM,2025-02-10,05:30,B737,210,129,3747,Primera,5972.96,374.76
AA2999,GlobalAir,MIA,LIM,2025-08-31,05:00,B787,300,276,9830,Económica,578.34,51.58
AA5253,AirCorp,MAD,MIA,2025-09-05,03:30,A320,180,115,3474,Negocios,1422.58,140.66
DL7619,FlyFast,FRA,LIM,2025-05-13,23:30,A320,180,142,4159,Negocios,1524.46,124.87
IB1119,AirCorp,SCL,FRA,2025-04-19,11:00,A320,180,123,2870,Primera,5936.84,556.37
IB7482,FlyFast,JFK,CDG,2025-09-11,05:30,B737,210,150,1248,Negocios,1638.59,285.04
AA3097,FlyFast,FRA,MIA,2025-06-10,05:30,A380,550,418,8096,Económica,318.49,98.86
AA2218,GlobalAir,LIM,FRA,2025-09-01,13:30,A320,180,152,827,Primera,4455.85,429.24
DL3743,AeroSky,MIA,MAD,2025-12-24,11:00,A320,180,110,2267,Primera,4354.29,504.64
LA5725,FlyFast,MAD,JFK,2025-11-12,13:30,B787,300,243,8196,Primera,5857.56,304.93
DL5767,AeroSky,CDG,LIM,2025-05-08,01:00,B787,300,205,3847,Económica,497.54,68.45
LA9804,GlobalAir,LIM,MAD,2025-07-31,21:00,A380,550,440,7729,Económica,287.84,75.5
LA7051,GlobalAir,JFK,CDG,2025-04-07,23:30,A320,180,160,1207,Económica,235.48,62.04
AA6198,FlyFast,MAD,CDG,2025-03-11,15:30,B787,300,227,8342,Negocios,1487.85,205.04
AA8509,GlobalAir,FRA,CDG,2025-12-15,13:00,A320,180,141,2985,Primera,6263.25,671.92
AA7366,AirCorp,LIM,MAD,2025-01-06,00:30,B737,210,202,3853,Económica,522.15,69.08
AA1591,AirCorp,MAD,MIA,2025-09-29,19:30,A380,550,342,4001,Económica,298.76,98.14
DL9149,GlobalAir,MIA,LIM,2025-06-03,04:30,B737,210,134,1822,Negocios,2007.91,245.14
LA3182,GlobalAir,LIM,SCL,2025-07-03,21:30,A320,180,134,4487,Económica,193.99,57.13
IB1951,FlyFast,LIM,MIA,2025-09-13,18:00,A320,180,167,4299,Negocios,2119.67,252.3
DL9270,AirCorp,JFK,MIA,2025-09-17,14:00,A380,550,510,9377,Negocios,2203.4,156.76
LA2118,FlyFast,MAD,CDG,2025-08-31,08:00,B787,300,228,5269,Negocios,1684.81,170.47
DL2176,AirCorp,MAD,MIA,2025-07-31,14:00,B737,210,202,2175,Negocios,988.02,192.77
AA1481,GlobalAir,BUE,LIM,2025-11-07,19:30,B737,210,131,2948,Primera,3251.53,662.65
DL6552,FlyFast,BUE,MAD,2025-03-09,08:30,B737,210,186,3438,Negocios,2374.3,185.62
DL2191,AirCorp,MAD,LIM,2025-07-04,06:00,B737,210,138,4281,Negocios,1674.75,172.49
LA3187,FlyFast,SCL,MIA,2025-04-01,07:00,B787,300,186,5341,Negocios,899.68,140.79
DL3455,FlyFast,SCL,LIM,2025-01-07,00:00,A320,180,158,3801,Económica,540.56,90.65
IB5224,FlyFast,BUE,JFK,2025-06-27,12:30,B787,300,271,8914,Económica,514.11,86.65
LA5284,GlobalAir,FRA,MIA,2025-12-09,13:00,B737,210,186,1442,Primera,5947.91,306.37
IB2769,FlyFast,LIM,MIA,2025-04-12,23:30,B787,300,234,9807,Negocios,1848.35,270.88
AA8725,GlobalAir,SCL,BUE,2025-12-06,18:30,A320,180,140,2319,Económica,209.5,62.22
DL8263,AeroSky,LIM,FRA,2025-08-12,08:00,B737,210,131,802,Económica,505.41,61.23
DL5601,AirCorp,SCL,FRA,2025-04-03,23:00,B737,210,164,572,Primera,4516.44,484.75
AA4650,AeroSky,SCL,JFK,2025-11-30,12:00,B737,210,159,1391,Económica,305.95,78.41
AA8120,FlyFast,MIA,FRA,2025-08-21,02:30,A380,550,517,3736,Económica,371.72,74.07
LA693,GlobalAir,FRA,MIA,2025-01-10,23:00,B787,300,199,7526,Primera,3943.64,792.85
LA8714,GlobalAir,SCL,JFK,2025-04-24,09:30,A380,550,390,3762,Negocios,1179.19,264.39
LA491,FlyFast,MIA,JFK,2025-08-27,22:00,A320,180,169,3338,Negocios,1393.46,274.61
DL6830,AirCorp,SCL,LIM,2025-12-22,21:00,A380,550,525,6899,Primera,7910.11,586.03
AA9255,FlyFast,FRA,JFK,2025-06-12,07:00,B787,300,278,4622,Económica,224.11,70.52
LA1647,AirCorp,FRA,CDG,2025-01-09,00:30,A320,180,142,1816,Económica,386.87,58.27
LA6631,FlyFast,LIM,CDG,2025-10-22,22:00,A380,550,504,3428,Primera,5991.8,478.08
IB3812,AeroSky,LIM,SCL,2025-06-10,17:30,A320,180,122,2502,Primera,3009.58,352.47
LA9417,FlyFast,MIA,LIM,2025-10-01,07:00,A380,550,540,7988,Económica,550.9,60.21
LA7688,AeroSky,MAD,FRA,2025-06-12,02:00,B737,210,181,4228,Negocios,2464.21,252.87
AA4643,FlyFast,BUE,FRA,2026-01-01,09:30,B787,300,276,2791,Económica,474.44,94.27
IB8284,FlyFast,JFK,MIA,2025-12-07,19:30,A320,180,160,3074,Negocios,2328.9,184.85
IB2766,AirCorp,BUE,SCL,2025-04-27,22:30,A320,180,150,4112,Económica,380.02,93.69
LA902,AeroSky,LIM,CDG,2025-02-20,02:00,A320,180,173,1201,Económica,243.15,99.55
IB9061,FlyFast,LIM,CDG,2025-03-30,18:00,B737,210,189,1768,Negocios,2326.7,109.81
AA5296,GlobalAir,JFK,MIA,2025-10-22,04:30,B737,210,128,4087,Económica,388.41,93.6
LA1707,GlobalAir,BUE,FRA,2025-07-18,00:30,B787,300,208,8480,Económica,164.15,59.85
LA9690,GlobalAir,LIM,MIA,2025-06-01,06:30,A320,180,123,2212,Negocios,1194.3,148.9
LA8261,AirCorp,MIA,JFK,2025-07-11,14:00,B737,210,209,2344,Negocios,1553.42,120.16
LA8532,GlobalAir,FRA,CDG,2025-11-14,18:00,B737,210,185,723,Negocios,1330.83,225.88
AA9654,AirCorp,CDG,JFK,2025-06-14,17:00,B737,210,153,1365,Negocios,1242.38,141.75
DL6901,FlyFast,MIA,LIM,2025-06-13,14:30,B787,300,273,7660,Negocios,1005.07,128.37
LA6807,GlobalAir,MAD,CDG,2025-04-05,03:00,A320,180,139,2290,Negocios,2042.87,279.02
IB3154,FlyFast,MAD,CDG,2025-10-08,14:00,B787,300,274,3332,Económica,388.79,79.25
AA7720,AirCorp,BUE,MAD,2025-08-16,23:30,A320,180,171,4007,Negocios,1377.56,123.31
LA7247,AeroSky,LIM,CDG,2025-11-12,15:30,B737,210,131,4126,Primera,7434.64,413.2
LA3100,AeroSky,LIM,MAD,2025-05-07,05:30,B737,210,182,4410,Negocios,1755.51,202.55
LA6496,GlobalAir,CDG,SCL,2025-07-27,05:30,A380,550,470,9575,Primera,5724.83,658.4
LA2627,FlyFast,MAD,JFK,2025-07-18,11:30,B737,210,184,2506,Negocios,2384.19,277.24
DL4712,GlobalAir,FRA,LIM,2025-05-11,20:30,B737,210,130,3901,Primera,4499.54,517.6
LA9255,AeroSky,SCL,JFK,2025-04-11,08:30,A380,550,505,7680,Negocios,1721.45,178.59
AA2140,AeroSky,MAD,SCL,2025-12-20,05:30,B787,300,296,4278,Negocios,1716.83,118.29
LA4591,FlyFast,SCL,MAD,2025-10-27,11:30,A380,550,534,5674,Negocios,1695.6,217.94
LA2913,FlyFast,LIM,JFK,2025-11-23,14:30,A320,180,131,3472,Negocios,2088.23,132.27
DL4610,GlobalAir,CDG,BUE,2025-02-08,00:00,A380,550,537,4580,Económica,543.98,74.97
AA652,GlobalAir,CDG,JFK,2025-07-03,15:30,A380,550,408,9200,Económica,579.77,71.43
DL9294,FlyFast,LIM,FRA,2025-11-05,08:00,B737,210,127,3908,Primera,5955.21,607.14
AA3483,FlyFast,MAD,LIM,2025-08-19,07:00,A320,180,163,2378,Económica,561.95,86.88
AA2128,AeroSky,SCL,MIA,2025-10-14,21:30,B787,300,234,2194,Económica,442.5,51.75
IB9496,GlobalAir,CDG,MIA,2025-02-15,07:00,A380,550,401,8466,Negocios,891.85,269.18
IB2244,FlyFast,CDG,LIM,2025-02-20,09:30,A380,550,436,7968,Primera,6769.84,454.16
DL1975,FlyFast,MIA,MAD,2025-05-28,13:30,B737,210,175,4304,Económica,302.45,77.17
IB5820,AirCorp,CDG,LIM,2025-07-28,14:30,A380,550,513,2046,Negocios,1248.54,106.59
AA4622,AeroSky,BUE,MAD,2025-09-05,12:00,B737,210,166,4464,Primera,6020.56,550.95
LA6920,AeroSky,LIM,BUE,2025-02-05,17:30,B787,300,270,7772,Primera,5957.74,460.46
AA9033,AirCorp,MAD,SCL,2025-01-17,14:00,A320,180,157,2038,Primera,3759.89,300.91
DL7187,AirCorp,MAD,LIM,2025-10-10,23:00,A380,550,521,7854,Negocios,834.02,125.01
AA3431,AeroSky,CDG,JFK,2025-03-08,11:30,B787,300,190,2474,Económica,354.68,97.72
LA9123,FlyFast,MIA,BUE,2025-03-28,14:30,B737,210,170,1231,Primera,6750.34,667.9
IB8902,AirCorp,MAD,BUE,2025-08-31,23:30,B787,300,188,2716,Económica,545.58,65.61
AA3889,AeroSky,MIA,BUE,2025-02-07,06:00,B737,210,172,651,Negocios,2434.32,216.35
LA8869,FlyFast,FRA,BUE,2025-01-06,11:30,B737,210,181,3852,Negocios,2428.91,162.68
LA922,AeroSky,FRA,LIM,2025-06-03,22:00,A380,550,401,5777,Económica,453.6,72.89
LA9439,AirCorp,SCL,LIM,2025-09-30,03:00,B787,300,238,6955,Primera,5315.51,636.36
LA5949,AirCorp,BUE,FRA,2025-03-03,08:00,B787,300,215,2369,Primera,4086.35,715.57
LA3701,FlyFast,CDG,FRA,2025-01-10,08:00,B737,210,179,1381,Negocios,2348.45,194.15
DL8075,GlobalAir,JFK,MIA,2025-08-24,20:30,A380,550,341,3267,Negocios,2008.81,239.38
IB6254,GlobalAir,SCL,JFK,2025-12-30,13:30,B787,300,266,9111,Negocios,981.48,189.86
LA3692,AeroSky,LIM,MIA,2025-12-11,00:30,A380,550,433,3665,Económica,361.87,84.92
DL6716,AeroSky,SCL,FRA,2025-04-20,14:30,A380,550,535,8771,Negocios,1569.2,136.05
DL3001,GlobalAir,CDG,FRA,2025-07-03,03:00,A320,180,121,2422,Primera,3151.04,713.43
AA6222,GlobalAir,MIA,LIM,2025-04-28,00:30,B737,210,197,4040,Primera,3170.69,321.77
AA5087,AirCorp,JFK,CDG,2025-06-20,02:00,B737,210,172,2299,Primera,4049.65,429.66
LA5100,AeroSky,CDG,MIA,2025-11-28,11:30,A320,180,126,2470,Económica,183.87,90.2
AA1784,FlyFast,SCL,MAD,2025-06-11,07:00,A380,550,342,3911,Económica,315.72,92.56
DL3574,FlyFast,CDG,MIA,2025-12-02,20:30,A320,180,176,900,Económica,579.64,73.92
AA1291,GlobalAir,JFK,BUE,2025-09-14,09:00,B787,300,236,3624,Primera,5102.47,384.84
LA6785,FlyFast,MAD,MIA,2025-05-16,18:00,B787,300,206,9964,Primera,3256.52,757.82
AA3659,AeroSky,MIA,LIM,2025-01-27,13:30,A320,180,157,986,Primera,7180.68,321.56
IB6962,GlobalAir,MAD,BUE,2025-06-10,18:00,B737,210,175,787,Primera,3840.19,434.24
IB9125,AeroSky,BUE,MAD,2025-09-21,05:30,A380,550,523,9999,Primera,7584.73,647.0
LA2556,FlyFast,BUE,JFK,2025-05-01,16:00,B787,300,245,2675,Negocios,1486.16,294.85
AA9750,GlobalAir,MIA,SCL,2025-05-15,21:30,A320,180,175,507,Negocios,1155.66,277.3
AA9643,AeroSky,MAD,FRA,2025-03-23,15:00,A380,550,520,9509,Negocios,2299.54,199.46
LA740,AirCorp,MAD,FRA,2025-11-02,06:00,A320,180,150,2717,Primera,6374.22,352.13
LA9892,AeroSky,FRA,SCL,2025-01-16,04:30,B787,300,276,2596,Negocios,2075.4,297.22
IB2356,FlyFast,FRA,JFK,2025-11-27,14:30,B787,300,220,8476,Económica,155.74,87.7
AA5427,FlyFast,SCL,MIA,2025-04-09,10:00,B737,210,171,4300,Negocios,2085.91,248.08
AA9833,FlyFast,FRA,CDG,2025-06-14,04:30,B737,210,178,3319,Económica,175.43,84.23
IB9927,AirCorp,LIM,MAD,2025-03-14,07:30,A320,180,160,579,Negocios,1545.21,141.4
IB6874,FlyFast,MAD,MIA,2025-10-07,14:30,A320,180,143,2070,Negocios,2128.63,268.62
AA7997,AeroSky,SCL,MIA,2025-05-07,21:30,B787,300,289,2620,Negocios,1278.21,160.52
LA9539,FlyFast,MIA,SCL,2025-01-04,14:00,B737,210,127,3266,Negocios,2072.42,221.66
IB9283,GlobalAir,LIM,FRA,2025-10-22,12:00,A320,180,179,514,Primera,3962.74,599.82
LA4351,GlobalAir,CDG,FRA,2025-05-26,07:30,A380,550,380,6415,Primera,3909.19,427.03
AA7637,AirCorp,MIA,BUE,2025-08-01,04:00,A380,550,404,9126,Negocios,2192.97,116.61
DL6845,FlyFast,BUE,LIM,2025-03-06,21:00,A320,180,108,4012,Negocios,2018.1,186.17
IB7473,FlyFast,LIM,FRA,2025-02-02,07:30,A380,550,534,6450,Negocios,1976.18,204.18
LA1883,GlobalAir,MIA,JFK,2025-01-13,10:30,B737,210,156,3585,Negocios,832.98,155.42
DL5919,GlobalAir,CDG,FRA,2025-10-07,22:30,B787,300,265,5867,Primera,3304.27,698.4
IB2702,AirCorp,LIM,CDG,2025-07-25,10:00,B787,300,286,9753,Primera,4513.95,348.54
AA4746,AeroSky,LIM,CDG,2025-07-01,03:00,B787,300,265,9799,Negocios,2209.51,290.2
AA6669,AeroSky,CDG,JFK,2025-11-03,22:30,B737,210,189,3038,Primera,6896.55,497.81
IB6474,AirCorp,BUE,SCL,2025-08-04,01:00,B787,300,209,9955,Negocios,1707.47,163.98
LA4518,FlyFast,MIA,MAD,2025-03-04,13:30,A320,180,148,552,Negocios,1513.82,200.59
DL1218,GlobalAir,BUE,JFK,2025-09-11,15:30,B737,210,194,3072,Negocios,2036.64,238.07
IB4584,AeroSky,MIA,LIM,2025-06-04,11:30,B787,300,273,6600,Económica,164.76,84.1
IB1495,GlobalAir,BUE,SCL,2025-06-24,11:00,B737,210,176,2217,Primera,3268.79,671.01
IB4065,FlyFast,BUE,LIM,2025-02-21,07:00,B787,300,221,9558,Económica,205.92,69.48
IB6400,AeroSky,MAD,SCL,2025-03-17,01:00,B787,300,274,6506,Primera,4652.4,590.66
DL6247,GlobalAir,CDG,BUE,2025-04-09,08:30,A320,180,135,3399,Negocios,1147.8,183.55
IB6186,FlyFast,CDG,BUE,2025-12-11,01:30,B737,210,129,4066,Negocios,1138.53,277.85
LA7792,GlobalAir,JFK,CDG,2025-01-09,21:30,A320,180,171,2534,Primera,5529.52,532.71
AA8359,AeroSky,SCL,MAD,2025-07-12,18:30,B737,210,145,2284,Primera,3755.12,594.06
LA9445,GlobalAir,BUE,SCL,2025-04-08,17:00,A320,180,150,2746,Primera,6152.88,612.58
DL5507,FlyFast,MAD,BUE,2025-05-18,10:30,A380,550,384,9466,Negocios,818.89,122.41
LA6340,GlobalAir,CDG,FRA,2025-01-19,03:00,B737,210,131,2102,Negocios,1507.81,214.78
LA4323,FlyFast,MIA,CDG,2025-11-07,12:00,A320,180,149,1966,Primera,3241.53,336.09
LA586,GlobalAir,BUE,JFK,2025-03-25,08:00,A380,550,450,3853,Primera,3918.73,752.84
DL9620,AeroSky,MIA,FRA,2025-12-26,17:00,B737,210,155,3160,Primera,7315.0,657.14
DL3859,FlyFast,LIM,SCL,2025-12-03,04:00,A380,550,517,8567,Económica,392.4,98.38
IB2897,GlobalAir,JFK,SCL,2025-05-04,20:00,B787,300,190,8621,Económica,173.47,82.74
LA5093,FlyFast,SCL,LIM,2025-04-03,06:30,B737,210,132,1652,Primera,6766.31,461.35
IB5162,GlobalAir,JFK,LIM,2025-03-20,06:00,B787,300,243,2026,Negocios,1111.33,233.99
IB6909,AirCorp,CDG,SCL,2025-01-05,04:00,B737,210,209,3303,Primera,6755.44,403.89
DL4952,AeroSky,MAD,LIM,2025-07-01,06:00,A320,180,132,790,Primera,4456.21,337.41
AA3929,GlobalAir,BUE,CDG,2025-06-18,16:00,B787,300,261,7657,Económica,481.79,52.0
DL8779,FlyFast,JFK,MAD,2025-05-16,10:30,B787,300,227,5262,Negocios,1023.79,287.27
LA5216,GlobalAir,MIA,JFK,2025-10-26,12:00,B787,300,246,7595,Primera,4057.77,611.57
DL5990,AeroSky,SCL,FRA,2025-05-11,07:00,B737,210,192,1704,Económica,512.33,60.46
DL3245,AeroSky,MAD,SCL,2025-01-26,01:00,A320,180,123,1996,Económica,403.26,63.71
DL978,AirCorp,LIM,MAD,2025-08-02,17:30,A380,550,443,8298,Primera,4318.94,352.63
IB898,GlobalAir,SCL,MAD,2025-12-02,10:00,B787,300,211,9124,Económica,361.92,91.36
DL5314,AirCorp,CDG,SCL,2025-11-09,10:30,A380,550,443,6650,Negocios,2234.25,275.3
IB7027,FlyFast,SCL,JFK,2025-04-21,10:30,B787,300,234,3912,Primera,7158.33,682.67
DL5784,GlobalAir,SCL,JFK,2025-02-09,19:30,A320,180,124,2836,Primera,5613.61,517.15
LA1668,GlobalAir,BUE,JFK,2025-05-03,06:00,B787,300,207,5121,Económica,514.59,67.25
DL2065,AirCorp,JFK,MAD,2025-06-08,08:00,B787,300,194,5457,Económica,532.86,90.07
DL8083,AeroSky,LIM,FRA,2025-03-24,08:30,B737,210,133,1408,Económica,498.75,90.31
DL433,FlyFast,LIM,SCL,2025-08-12,13:30,A320,180,125,4173,Negocios,1236.93,130.63
IB7346,GlobalAir,FRA,JFK,2025-05-26,20:30,A320,180,134,4354,Negocios,1313.71,172.74
AA6914,FlyFast,FRA,SCL,2025-02-11,22:30,A320,180,177,575,Negocios,1366.65,117.94
IB399,AirCorp,CDG,FRA,2025-10-10,16:30,A320,180,167,2654,Primera,7721.94,585.36
AA7520,AeroSky,MAD,SCL,2025-09-02,11:00,A320,180,173,3385,Negocios,2085.21,277.68
LA3417,FlyFast,MAD,BUE,2025-06-13,04:00,B737,210,159,3924,Económica,436.48,65.63
IB4546,AeroSky,JFK,CDG,2025-05-24,00:00,A380,550,535,9906,Negocios,1912.99,222.14
AA4085,AeroSky,FRA,CDG,2025-01-18,11:30,B737,210,189,1064,Económica,337.86,72.69
AA8347,AeroSky,BUE,MIA,2025-04-15,19:30,B737,210,193,3745,Económica,493.94,57.71
